test_id,PM2.5,PM10,O3
badaling_aq#0,50.41263961791992,96.16217041015625,107.22071838378906
badaling_aq#1,50.033660888671875,108.62629699707031,115.15200805664062
badaling_aq#2,48.13105773925781,107.58456420898438,110.61906433105469
badaling_aq#3,46.85162353515625,96.15966796875,114.97000122070312
badaling_aq#4,46.08595657348633,96.97772216796875,104.76492309570312
badaling_aq#5,46.215206146240234,97.76029968261719,106.02455139160156
badaling_aq#6,46.77838134765625,97.19670104980469,108.05059814453125
badaling_aq#7,49.91316223144531,97.45074462890625,118.23240661621094
badaling_aq#8,55.79615783691406,99.34097290039062,127.49474334716797
badaling_aq#9,57.04114532470703,99.38517761230469,132.26202392578125
badaling_aq#10,60.21807098388672,108.80577087402344,130.77420043945312
badaling_aq#11,64.77400207519531,119.4038314819336,128.71351623535156
badaling_aq#12,64.77400207519531,119.4038314819336,125.20508575439453
badaling_aq#13,64.77400207519531,119.4038314819336,120.89341735839844
badaling_aq#14,64.77400207519531,119.4038314819336,124.73344421386719
badaling_aq#15,55.80459976196289,99.38517761230469,135.49124145507812
badaling_aq#16,64.35235595703125,119.4038314819336,123.72061157226562
badaling_aq#17,64.35235595703125,119.4038314819336,112.6081771850586
badaling_aq#18,64.35235595703125,119.4038314819336,112.99756622314453
badaling_aq#19,64.35235595703125,119.4038314819336,105.29368591308594
badaling_aq#20,64.35235595703125,119.4038314819336,103.01254272460938
badaling_aq#21,64.35235595703125,119.4038314819336,106.11740112304688
badaling_aq#22,61.27829360961914,119.4038314819336,95.10826110839844
badaling_aq#23,56.3780517578125,118.89202117919922,94.23080444335938
badaling_aq#24,55.65983963012695,151.04991149902344,80.96514129638672
badaling_aq#25,52.10601043701172,158.21600341796875,66.73101043701172
badaling_aq#26,52.921852111816406,158.21600341796875,74.0417251586914
badaling_aq#27,52.921852111816406,161.44410705566406,69.97286987304688
badaling_aq#28,56.8889045715332,161.44410705566406,68.63250732421875
badaling_aq#29,56.8889045715332,161.44410705566406,69.6275634765625
badaling_aq#30,56.8889045715332,161.44410705566406,72.16130065917969
badaling_aq#31,56.8889045715332,158.5325164794922,75.72843170166016
badaling_aq#32,57.320396423339844,158.5325164794922,77.1751480102539
badaling_aq#33,57.320396423339844,158.5325164794922,78.21253967285156
badaling_aq#34,57.320396423339844,158.5325164794922,78.21253967285156
badaling_aq#35,53.35334777832031,159.70997619628906,83.78128051757812
badaling_aq#36,55.80632781982422,152.54388427734375,100.38306427001953
badaling_aq#37,60.583316802978516,149.6844024658203,105.98455810546875
badaling_aq#38,63.34952163696289,151.18759155273438,122.07225036621094
badaling_aq#39,63.77116394042969,151.18759155273438,125.63813018798828
badaling_aq#40,63.28929901123047,151.18759155273438,123.82511901855469
badaling_aq#41,67.81343078613281,151.18759155273438,111.35521697998047
badaling_aq#42,67.81343078613281,151.18759155273438,111.3231201171875
badaling_aq#43,67.81343078613281,151.18759155273438,105.29368591308594
badaling_aq#44,67.81343078613281,151.18759155273438,96.97260284423828
badaling_aq#45,65.56012725830078,151.18759155273438,98.05770111083984
badaling_aq#46,63.795780181884766,149.88330078125,84.56556701660156
badaling_aq#47,54.95094680786133,147.8768310546875,74.85619354248047
beibuxinqu_aq#0,53.0418586730957,99.26263427734375,121.27352142333984
beibuxinqu_aq#1,46.70999526977539,96.94224548339844,114.08860778808594
beibuxinqu_aq#2,46.507354736328125,98.23372650146484,98.85221862792969
beibuxinqu_aq#3,48.05376434326172,111.82514953613281,98.46046447753906
beibuxinqu_aq#4,48.05376434326172,111.82514953613281,92.40462493896484
beibuxinqu_aq#5,45.23451232910156,99.141845703125,93.3996810913086
beibuxinqu_aq#6,45.44953536987305,98.06944274902344,101.09541320800781
beibuxinqu_aq#7,45.870933532714844,96.97772216796875,104.41670989990234
beibuxinqu_aq#8,50.32772445678711,107.89991760253906,108.43013763427734
beibuxinqu_aq#9,53.01909637451172,107.92857360839844,116.44139099121094
beibuxinqu_aq#10,61.474876403808594,107.6754379272461,124.0899429321289
beibuxinqu_aq#11,65.18367004394531,116.05410766601562,122.01242065429688
beibuxinqu_aq#12,68.25775146484375,116.05410766601562,127.77491760253906
beibuxinqu_aq#13,68.25775146484375,117.23157501220703,122.83842468261719
beibuxinqu_aq#14,68.25775146484375,117.23157501220703,126.89911651611328
beibuxinqu_aq#15,68.25775146484375,117.23157501220703,119.29431915283203
beibuxinqu_aq#16,63.56576919555664,117.86845397949219,118.18431854248047
beibuxinqu_aq#17,58.2606201171875,117.15946197509766,111.6387710571289
beibuxinqu_aq#18,57.794761657714844,121.6002426147461,106.66242980957031
beibuxinqu_aq#19,57.794761657714844,121.6002426147461,96.5134048461914
beibuxinqu_aq#20,54.89893341064453,121.6002426147461,91.04158020019531
beibuxinqu_aq#21,53.26329803466797,120.8574447631836,87.69278717041016
beibuxinqu_aq#22,47.75999450683594,97.7453842163086,94.41447448730469
beibuxinqu_aq#23,46.917198181152344,98.8725814819336,97.27198028564453
beibuxinqu_aq#24,50.649227142333984,99.2010726928711,87.29782104492188
beibuxinqu_aq#25,54.18479537963867,99.2010726928711,82.2553939819336
beibuxinqu_aq#26,54.18479537963867,100.76622009277344,76.60364532470703
beibuxinqu_aq#27,54.18479537963867,99.2010726928711,74.1294174194336
beibuxinqu_aq#28,56.8889045715332,155.1049041748047,56.113792419433594
beibuxinqu_aq#29,56.8889045715332,154.24449157714844,57.10884475708008
beibuxinqu_aq#30,56.8889045715332,153.5192108154297,55.72965621948242
beibuxinqu_aq#31,56.8889045715332,153.5192108154297,56.45330810546875
beibuxinqu_aq#32,56.8889045715332,153.5192108154297,60.870548248291016
beibuxinqu_aq#33,56.8889045715332,157.7727813720703,64.31033325195312
beibuxinqu_aq#34,56.8889045715332,157.7727813720703,64.31033325195312
beibuxinqu_aq#35,56.8889045715332,157.7727813720703,65.3917236328125
beibuxinqu_aq#36,56.8889045715332,159.27183532714844,77.27238464355469
beibuxinqu_aq#37,59.77338409423828,149.1941680908203,93.08736419677734
beibuxinqu_aq#38,60.76864242553711,153.88661193847656,120.9038314819336
beibuxinqu_aq#39,59.76469039916992,104.07319641113281,134.68023681640625
beibuxinqu_aq#40,59.733402252197266,104.38906860351562,134.52944946289062
beibuxinqu_aq#41,62.762516021728516,150.28517150878906,112.47356414794922
beibuxinqu_aq#42,61.146121978759766,149.2967529296875,101.60953521728516
beibuxinqu_aq#43,61.146121978759766,149.0978546142578,92.35543060302734
beibuxinqu_aq#44,61.146121978759766,149.0978546142578,87.51953887939453
beibuxinqu_aq#45,60.76864242553711,153.2530517578125,86.82733917236328
beibuxinqu_aq#46,56.4896125793457,149.42636108398438,72.06706237792969
beibuxinqu_aq#47,51.189109802246094,158.19281005859375,61.27228927612305
daxing_aq#0,60.0445671081543,102.24485778808594,113.6703872680664
daxing_aq#1,54.06156539916992,101.60574340820312,104.70487213134766
daxing_aq#2,55.76005935668945,120.92381286621094,98.48686218261719
daxing_aq#3,52.87221908569336,121.17826843261719,82.09695434570312
daxing_aq#4,44.820594787597656,102.00152587890625,79.53239440917969
daxing_aq#5,44.820594787597656,101.7116928100586,80.40599060058594
daxing_aq#6,45.23451232910156,101.7116928100586,83.87037658691406
daxing_aq#7,46.507354736328125,101.0934066772461,88.06886291503906
daxing_aq#8,48.29553985595703,99.01934814453125,103.5089111328125
daxing_aq#9,54.87364196777344,121.93251037597656,99.47444152832031
daxing_aq#10,58.043113708496094,101.92317962646484,109.13658905029297
daxing_aq#11,58.18739700317383,102.15644836425781,111.43331909179688
daxing_aq#12,63.11863708496094,102.24485778808594,110.61590576171875
daxing_aq#13,69.05086517333984,119.3806381225586,109.03373718261719
daxing_aq#14,69.05086517333984,119.3806381225586,116.12570190429688
daxing_aq#15,69.05086517333984,119.3806381225586,120.15701293945312
daxing_aq#16,69.05086517333984,119.3806381225586,116.38078308105469
daxing_aq#17,69.05086517333984,119.3806381225586,109.30372619628906
daxing_aq#18,62.130252838134766,102.24485778808594,109.98925018310547
daxing_aq#19,54.06156539916992,101.31591033935547,103.87567901611328
daxing_aq#20,49.16816329956055,97.62926483154297,92.76637268066406
daxing_aq#21,45.073997497558594,100.05640411376953,81.21097564697266
daxing_aq#22,42.023597717285156,101.7116928100586,71.8271484375
daxing_aq#23,44.406681060791016,101.7116928100586,75.1309814453125
daxing_aq#24,50.217735290527344,102.0401840209961,50.52983474731445
daxing_aq#25,54.18479537963867,102.0401840209961,47.08244323730469
daxing_aq#26,54.18479537963867,102.0401840209961,51.42216110229492
daxing_aq#27,54.18479537963867,102.0401840209961,57.70468521118164
daxing_aq#28,54.18479537963867,100.47503662109375,55.30229568481445
daxing_aq#29,64.86573028564453,177.15013122558594,44.1304817199707
daxing_aq#30,64.86573028564453,177.15013122558594,43.35304641723633
daxing_aq#31,64.86573028564453,177.15013122558594,42.97780227661133
daxing_aq#32,64.86573028564453,177.15013122558594,44.93404006958008
daxing_aq#33,64.86573028564453,181.4037322998047,48.11845397949219
daxing_aq#34,64.86573028564453,181.4037322998047,47.777610778808594
daxing_aq#35,64.86573028564453,182.9027862548828,49.1998405456543
daxing_aq#36,65.29722595214844,179.99119567871094,66.02898406982422
daxing_aq#37,64.63168334960938,174.00257873535156,95.59262084960938
daxing_aq#38,58.3339958190918,105.34716033935547,122.31798553466797
daxing_aq#39,63.13502883911133,151.16439819335938,116.98301696777344
daxing_aq#40,60.137203216552734,106.2426986694336,115.69834899902344
daxing_aq#41,60.137203216552734,105.66303253173828,103.73046112060547
daxing_aq#42,58.4946403503418,105.34716033935547,113.299560546875
daxing_aq#43,61.33182144165039,150.84852600097656,92.54717254638672
daxing_aq#44,57.35957717895508,105.91417694091797,98.41796112060547
daxing_aq#45,57.19893264770508,105.91417694091797,96.94605255126953
daxing_aq#46,57.519432067871094,101.59457397460938,83.96984100341797
daxing_aq#47,53.0323371887207,98.33489990234375,71.39756774902344
dingling_aq#0,49.946781158447266,95.38285827636719,123.32989501953125
dingling_aq#1,46.70513916015625,96.15966796875,119.7031021118164
dingling_aq#2,46.507354736328125,96.94224548339844,115.29927825927734
dingling_aq#3,46.507354736328125,97.74098205566406,101.7542953491211
dingling_aq#4,48.24738311767578,107.45952606201172,100.14051055908203
dingling_aq#5,48.24738311767578,107.45952606201172,101.13556671142578
dingling_aq#6,48.46240234375,108.545654296875,106.08003997802734
dingling_aq#7,47.385414123535156,97.22535705566406,116.11824035644531
dingling_aq#8,49.3372802734375,97.30795288085938,121.7044677734375
dingling_aq#9,56.451725006103516,107.39796447753906,124.34191131591797
dingling_aq#10,59.79642868041992,107.71964263916016,128.03863525390625
dingling_aq#11,64.35235595703125,116.05410766601562,125.32332611083984
dingling_aq#12,64.35235595703125,116.05410766601562,130.74302673339844
dingling_aq#13,64.35235595703125,117.23157501220703,126.0775375366211
dingling_aq#14,64.35235595703125,117.23157501220703,130.1382293701172
dingling_aq#15,61.27829360961914,117.23157501220703,121.60429382324219
dingling_aq#16,59.6603889465332,117.1431655883789,122.06320190429688
dingling_aq#17,56.3780517578125,116.43417358398438,114.19065856933594
dingling_aq#18,56.3780517578125,116.71976470947266,110.44204711914062
dingling_aq#19,56.3780517578125,116.43417358398438,103.4813003540039
dingling_aq#20,56.3780517578125,116.43417358398438,98.00946807861328
dingling_aq#21,56.3780517578125,116.43417358398438,100.67953491210938
dingling_aq#22,55.912193298339844,120.87495422363281,95.61344909667969
dingling_aq#23,51.11376953125,120.30873107910156,94.86599731445312
dingling_aq#24,55.80632781982422,150.3716278076172,84.34523010253906
dingling_aq#25,53.35334777832031,157.53773498535156,77.48804473876953
dingling_aq#26,56.8889045715332,159.27183532714844,69.88593292236328
dingling_aq#27,56.8889045715332,159.27183532714844,66.36670684814453
dingling_aq#28,56.8889045715332,153.5192108154297,62.96925735473633
dingling_aq#29,56.8889045715332,153.5192108154297,63.96431350708008
dingling_aq#30,56.8889045715332,157.7727813720703,66.43553161621094
dingling_aq#31,56.8889045715332,157.7727813720703,65.37032318115234
dingling_aq#32,56.8889045715332,157.7727813720703,64.98846435546875
dingling_aq#33,56.8889045715332,157.7727813720703,71.93816375732422
dingling_aq#34,56.8889045715332,157.03346252441406,76.22966003417969
dingling_aq#35,57.320396423339844,158.5325164794922,79.48045349121094
dingling_aq#36,59.77338409423828,149.1941680908203,101.84247589111328
dingling_aq#37,60.20583724975586,153.16131591796875,121.44999694824219
dingling_aq#38,63.34952163696289,150.50930786132812,134.3236541748047
dingling_aq#39,63.34952163696289,149.0153350830078,134.2389678955078
dingling_aq#40,63.34952163696289,149.0153350830078,131.8341522216797
dingling_aq#41,63.34952163696289,149.0153350830078,116.20198059082031
dingling_aq#42,63.34952163696289,149.0153350830078,120.79454040527344
dingling_aq#43,63.34952163696289,149.0153350830078,105.0009765625
dingling_aq#44,63.34952163696289,149.0153350830078,102.5039291381836
dingling_aq#45,61.754295349121094,149.0153350830078,104.61334991455078
dingling_aq#46,60.583316802978516,147.51214599609375,90.02415466308594
dingling_aq#47,55.65983963012695,148.8776397705078,82.0692138671875
donggaocun_aq#0,62.325523376464844,94.17257690429688,121.94477081298828
donggaocun_aq#1,62.325523376464844,95.23977661132812,129.7156982421875
donggaocun_aq#2,59.2514533996582,95.23977661132812,128.5271759033203
donggaocun_aq#3,57.35554885864258,95.1513671875,126.27385711669922
donggaocun_aq#4,53.27478790283203,94.06396484375,120.91891479492188
donggaocun_aq#5,53.0418586730957,93.83857727050781,120.53422546386719
donggaocun_aq#6,53.0418586730957,93.12062072753906,119.22233581542969
donggaocun_aq#7,53.0418586730957,93.12062072753906,118.699462890625
donggaocun_aq#8,58.25873565673828,102.90481567382812,121.05392456054688
donggaocun_aq#9,61.13060760498047,103.5891342163086,124.29096984863281
donggaocun_aq#10,65.29164123535156,103.95674133300781,123.49675750732422
donggaocun_aq#11,68.25775146484375,113.4427490234375,123.76361083984375
donggaocun_aq#12,68.25775146484375,113.4427490234375,119.04015350341797
donggaocun_aq#13,68.25775146484375,113.4427490234375,110.35267639160156
donggaocun_aq#14,65.18367004394531,113.4427490234375,111.8080062866211
donggaocun_aq#15,57.6335563659668,96.21855926513672,121.27513122558594
donggaocun_aq#16,57.07754135131836,96.21855926513672,122.07666015625
donggaocun_aq#17,53.50771713256836,95.66361236572266,108.67058563232422
donggaocun_aq#18,52.5478630065918,93.94829559326172,111.51676177978516
donggaocun_aq#19,53.80050277709961,93.28226470947266,104.11744689941406
donggaocun_aq#20,53.50771713256836,95.01319885253906,99.30155181884766
donggaocun_aq#21,53.50771713256836,95.37802124023438,101.78080749511719
donggaocun_aq#22,53.50771713256836,95.01319885253906,95.07841491699219
donggaocun_aq#23,54.84834671020508,94.59870910644531,101.58650207519531
donggaocun_aq#24,53.750938415527344,90.51334381103516,86.48116302490234
donggaocun_aq#25,52.77052688598633,89.93634796142578,80.28746032714844
donggaocun_aq#26,49.43193435668945,92.04861450195312,76.56088256835938
donggaocun_aq#27,56.8889045715332,151.47645568847656,61.62830352783203
donggaocun_aq#28,56.8889045715332,151.47645568847656,59.163387298583984
donggaocun_aq#29,56.8889045715332,151.47645568847656,57.13748550415039
donggaocun_aq#30,56.8889045715332,149.9773712158203,55.2132568359375
donggaocun_aq#31,56.8889045715332,149.9773712158203,57.29662322998047
donggaocun_aq#32,56.8889045715332,149.9773712158203,59.03958511352539
donggaocun_aq#33,56.8889045715332,147.06581115722656,70.28076934814453
donggaocun_aq#34,59.97602462768555,139.8997039794922,88.11040496826172
donggaocun_aq#35,61.87593460083008,97.3598403930664,130.1846160888672
donggaocun_aq#36,61.32862854003906,97.67571258544922,131.51876831054688
donggaocun_aq#37,61.32862854003906,97.67571258544922,132.06126403808594
donggaocun_aq#38,61.32862854003906,96.18173217773438,136.1739501953125
donggaocun_aq#39,61.32862854003906,96.18173217773438,142.2279052734375
donggaocun_aq#40,64.41313171386719,141.68310546875,128.10366821289062
donggaocun_aq#41,64.41313171386719,141.68310546875,120.28160095214844
donggaocun_aq#42,59.584720611572266,96.74874877929688,128.95614624023438
donggaocun_aq#43,59.584720611572266,96.74874877929688,122.77942657470703
donggaocun_aq#44,59.584720611572266,96.74874877929688,115.6029052734375
donggaocun_aq#45,63.9312629699707,141.68310546875,108.1791000366211
donggaocun_aq#46,63.9312629699707,140.31724548339844,105.0742416381836
donggaocun_aq#47,63.13502883911133,140.31724548339844,105.29557037353516
dongsi_aq#0,57.63138961791992,102.15644836425781,112.21468353271484
dongsi_aq#1,53.595706939697266,101.15071868896484,104.50315856933594
dongsi_aq#2,46.608673095703125,100.87432861328125,96.37444305419922
dongsi_aq#3,47.14653015136719,125.07046508789062,84.45465087890625
dongsi_aq#4,44.820594787597656,102.00152587890625,83.74412536621094
dongsi_aq#5,44.820594787597656,101.7116928100586,82.26610565185547
dongsi_aq#6,45.23451232910156,101.7116928100586,85.73048400878906
dongsi_aq#7,45.23451232910156,100.14654541015625,85.90037536621094
dongsi_aq#8,46.43022537231445,99.83740234375,89.98007202148438
dongsi_aq#9,49.32939147949219,110.73857116699219,97.10738372802734
dongsi_aq#10,57.835479736328125,123.37538146972656,109.1894760131836
dongsi_aq#11,58.348609924316406,144.5059051513672,100.1673812866211
dongsi_aq#12,58.884029388427734,102.15644836425781,106.4299087524414
dongsi_aq#13,64.11961364746094,119.29222869873047,99.76333618164062
dongsi_aq#14,65.9767837524414,119.3806381225586,108.52494812011719
dongsi_aq#15,65.9767837524414,119.3806381225586,112.5562744140625
dongsi_aq#16,63.563594818115234,119.29222869873047,107.12327575683594
dongsi_aq#17,66.79129791259766,118.86882781982422,94.71100616455078
dongsi_aq#18,66.32544708251953,144.5059051513672,95.17120361328125
dongsi_aq#19,48.2938346862793,98.9333724975586,91.53114318847656
dongsi_aq#20,45.073997497558594,99.52825927734375,84.101806640625
dongsi_aq#21,42.023597717285156,100.14654541015625,81.19154357910156
dongsi_aq#22,45.23451232910156,101.7116928100586,78.76557159423828
dongsi_aq#23,44.406681060791016,101.7116928100586,78.94036102294922
dongsi_aq#24,54.18479537963867,102.0401840209961,56.50405502319336
dongsi_aq#25,54.18479537963867,102.0401840209961,52.55764389038086
dongsi_aq#26,54.18479537963867,102.0401840209961,55.58650588989258
dongsi_aq#27,54.18479537963867,102.0401840209961,56.43777847290039
dongsi_aq#28,54.18479537963867,100.47503662109375,56.43777847290039
dongsi_aq#29,64.86573028564453,177.15013122558594,44.1304817199707
dongsi_aq#30,64.86573028564453,177.15013122558594,44.17111587524414
dongsi_aq#31,64.86573028564453,177.15013122558594,43.79587173461914
dongsi_aq#32,56.8889045715332,177.15013122558594,48.216251373291016
dongsi_aq#33,56.8889045715332,177.15013122558594,48.99827575683594
dongsi_aq#34,56.8889045715332,155.6682586669922,48.99827575683594
dongsi_aq#35,56.8889045715332,159.9218292236328,52.8228874206543
dongsi_aq#36,56.8889045715332,182.9027862548828,59.43489456176758
dongsi_aq#37,67.75021362304688,172.82508850097656,75.13860321044922
dongsi_aq#38,57.519432067871094,103.08855438232422,110.7729263305664
dongsi_aq#39,58.4946403503418,105.34716033935547,115.20110321044922
dongsi_aq#40,58.54197311401367,105.66303253173828,122.9051284790039
dongsi_aq#41,58.3339958190918,105.34716033935547,116.32646942138672
dongsi_aq#42,67.6922607421875,149.860107421875,96.04850769042969
dongsi_aq#43,67.6922607421875,149.860107421875,86.78046417236328
dongsi_aq#44,67.6922607421875,149.860107421875,83.01458740234375
dongsi_aq#45,67.6922607421875,149.6612091064453,79.59185791015625
dongsi_aq#46,65.38252258300781,175.2982635498047,72.57032775878906
dongsi_aq#47,63.78316116333008,172.5085906982422,55.7830810546875
dongsihuan_aq#0,58.18739700317383,102.15644836425781,107.01471710205078
dongsihuan_aq#1,53.595706939697266,101.15071868896484,100.8698959350586
dongsihuan_aq#2,48.24343490600586,100.5844955444336,94.12690734863281
dongsihuan_aq#3,46.507354736328125,101.38323974609375,82.17115020751953
dongsihuan_aq#4,45.23451232910156,101.7116928100586,78.40744018554688
dongsihuan_aq#5,45.23451232910156,101.7116928100586,79.66851043701172
dongsihuan_aq#6,45.23451232910156,101.7116928100586,84.71682739257812
dongsihuan_aq#7,45.66455841064453,100.14654541015625,84.42547607421875
dongsihuan_aq#8,46.507354736328125,99.52825927734375,87.77503204345703
dongsihuan_aq#9,48.165252685546875,99.01934814453125,98.69451904296875
dongsihuan_aq#10,55.08361053466797,100.6321029663086,108.2037124633789
dongsihuan_aq#11,53.595706939697266,101.15071868896484,99.39375305175781
dongsihuan_aq#12,66.79129791259766,118.58323669433594,88.2484359741211
dongsihuan_aq#13,58.18739700317383,102.15644836425781,103.94384002685547
dongsihuan_aq#14,65.9767837524414,119.3806381225586,102.32964324951172
dongsihuan_aq#15,65.9767837524414,119.3806381225586,107.1412582397461
dongsihuan_aq#16,63.563594818115234,119.29222869873047,99.09772491455078
dongsihuan_aq#17,66.32544708251953,144.5059051513672,88.9887924194336
dongsihuan_aq#18,62.87576675415039,144.5059051513672,88.43096923828125
dongsihuan_aq#19,48.2938346862793,98.9333724975586,85.93307495117188
dongsihuan_aq#20,45.073997497558594,99.52825927734375,81.75719451904297
dongsihuan_aq#21,39.332191467285156,98.26986694335938,78.6880874633789
dongsihuan_aq#22,44.294219970703125,101.7116928100586,74.78145599365234
dongsihuan_aq#23,44.406681060791016,101.7116928100586,75.75041198730469
dongsihuan_aq#24,54.18479537963867,102.0401840209961,57.112815856933594
dongsihuan_aq#25,54.18479537963867,102.0401840209961,57.112815856933594
dongsihuan_aq#26,54.18479537963867,102.0401840209961,59.44892883300781
dongsihuan_aq#27,54.18479537963867,102.0401840209961,57.046539306640625
dongsihuan_aq#28,54.18479537963867,100.47503662109375,56.17543029785156
dongsihuan_aq#29,64.86573028564453,177.15013122558594,46.64223861694336
dongsihuan_aq#30,64.86573028564453,177.15013122558594,46.301456451416016
dongsihuan_aq#31,64.86573028564453,177.15013122558594,47.36540603637695
dongsihuan_aq#32,64.86573028564453,177.15013122558594,47.46030807495117
dongsihuan_aq#33,64.86573028564453,177.15013122558594,47.46030807495117
dongsihuan_aq#34,64.86573028564453,177.15013122558594,47.46030807495117
dongsihuan_aq#35,64.86573028564453,181.4037322998047,51.28492736816406
dongsihuan_aq#36,64.86573028564453,182.9027862548828,58.61836624145508
dongsihuan_aq#37,67.75021362304688,172.82508850097656,82.6491928100586
dongsihuan_aq#38,56.67961883544922,106.28819274902344,95.70989990234375
dongsihuan_aq#39,60.137203216552734,105.66303253173828,117.89485168457031
dongsihuan_aq#40,60.137203216552734,105.66303253173828,122.22067260742188
dongsihuan_aq#41,60.137203216552734,105.66303253173828,112.50375366210938
dongsihuan_aq#42,58.7218132019043,106.23004913330078,103.84756469726562
dongsihuan_aq#43,61.539798736572266,151.16439819335938,90.42340850830078
dongsihuan_aq#44,61.539798736572266,151.16439819335938,86.97164154052734
dongsihuan_aq#45,61.49246597290039,150.84852600097656,86.97748565673828
dongsihuan_aq#46,67.6922607421875,149.6612091064453,75.48731231689453
dongsihuan_aq#47,64.19947814941406,172.5085906982422,68.09303283691406
fangshan_aq#0,57.07754135131836,102.15644836425781,125.60901641845703
fangshan_aq#1,55.418312072753906,110.74909973144531,115.2823486328125
fangshan_aq#2,48.88380432128906,110.43733215332031,101.53173828125
fangshan_aq#3,48.05376434326172,114.32951354980469,90.95491027832031
fangshan_aq#4,47.63985061645508,114.32951354980469,88.97740936279297
fangshan_aq#5,44.820594787597656,102.00152587890625,89.13750457763672
fangshan_aq#6,45.23451232910156,101.7116928100586,96.35671997070312
fangshan_aq#7,46.08595657348633,99.83740234375,101.81707763671875
fangshan_aq#8,50.19743347167969,110.14983367919922,109.41567993164062
fangshan_aq#9,54.21464538574219,114.77828979492188,114.8292465209961
fangshan_aq#10,61.35986328125,110.1798095703125,115.28910827636719
fangshan_aq#11,68.25775146484375,119.3806381225586,119.33203125
fangshan_aq#12,68.25775146484375,119.3806381225586,118.83021545410156
fangshan_aq#13,68.25775146484375,119.3806381225586,123.48091125488281
fangshan_aq#14,68.25775146484375,119.3806381225586,124.68780517578125
fangshan_aq#15,68.25775146484375,119.3806381225586,126.2811279296875
fangshan_aq#16,69.05086517333984,119.3806381225586,128.09181213378906
fangshan_aq#17,69.05086517333984,119.3806381225586,122.41351318359375
fangshan_aq#18,69.05086517333984,119.3806381225586,117.1951675415039
